Site name,Cat_No,Provenance code,X coordinate,Y coordinate,No. of artefacts,Artefact category,act_cat,Material,Material detail,Type,Sub-Type,Description,Inscription,Find No./Inv. No. ,Find No. reduced,Date,Stratigraphical info,Period,Building phase,Building phase code,Building phase and find complex,Location,location_reduced,Gender ,Gender code,Width (cm),Rim diam. (cm),Base diam. (cm),Diam. (cm),Height (cm),Length (cm),Thickness (cm),Weight (g),Other dimensions,Fabric,Published illustration,Published parallels
Ellingen,K0052,486,78.00,23.00,12,stone and metal working,SM,Slag,,Indeterminate fragments,,"2 medium, 10 small pieces.",,1991-839,839,,,,Period 1b,P1B,Building B-II,"Street, via sagularis, south part , east side B212",Street Area,male,Ma,,,,,,,,192,,,,
Ellingen,L0003,486,78.00,23.00,1,stone and metal working,SM,Clay,,Crucibles,,"Crucible fragment; outside a thin, whitish to dark grey scorification, porous skin; inside grey to whitish, with small charcoal remains.",,1991-839,839,,,,Period 1b,P1B,Building B-II,"Street, via sagularis, south part , east side B212",Street Area,male,Ma,,,,c. 6.5 ,,,,,,fine to medium; grey.,Pl.  101,
Ellingen,B0061,486,78.00,23.00,1,combat dress?,ZDE,Copper alloy,,Strap fittings,,"Fitting, rectangular, side hinge construction on the long side with iron shaft; on the rear side long rivet shaft; probably buckle support of a belt.",,1991-838,838,,,,Period 1b?,ZP1B,Building B-II?,"Street, via sagularis, south part , east side B212",Street Area,male?,ZMa,1.2,,,,,2.8 (preserved),,,,,Pl.  17,
Ellingen,G0045,21,15.00,50.00,1,cloth working,C,Bone and antler,Worked,Spindlewhorls,,"Spindle whorl (?), slightly conical; upper side decorated with two concentric grooves, three chevrons scratched on.",,1991-2406,2406,,from street paving,,Period 1-2,P1_2,,"Street, via sagularis, west Building E ",Street Area,female,Fe,,,,2.5; hole: 0.7 ,,,,,,,Pl.  99,"Walke, Straubing pl. 111.9."
Ellingen,J0027,21,15.00,50.00,1,cutting and sharpening,CS,Stone,Sandstone,Whetstones,medium,"Very fine-grained sandstone; fragment, rectangular; upper side with grinding or processing traces, one short side with grinding traces.",,1991-2367,2367,,,,Period 1-2,P1_2,,"Street, via sagularis, west of Building E",Street Area,male?,ZMa,,,,,,,,348 (preserved),10.0 x 7.0 x 2.4 - 3.7 cm  (preserved),,Pl.  104,
Ellingen,C0283k,21,15.00,50.00,1,dress,D,Iron,,Shoe nails,,Shoe nail similar to no. C282.,,1991-2382,2382,,under street,,Period 1-2,P1_2,,"Street, via sagularis, west of Building E",Street Area,male?,ZMa,,,,,,1.1-2.0 ,,,,,,
Ellingen,K0111,21,15.00,50.00,1,stone and metal working,SM,Slag,,Indeterminate fragments,,l small piece.,,1991-2382,2382,,under street,,Period 1-2,P1_2,,"Street, via sagularis, west of Building E",Street Area,male,Ma,,,,,,,,30,,,,
Ellingen,K0141c,21,15.00,50.00,1,stone and metal working,SM,Slag,,Indeterminate fragments,,"Very porous, coke-like piece with charcoal inclusions and minute calcine bone.",,"1991-724, 1991-2101, 1991-2382",2382,,under street,,Period 1-2,P1_2,,"Street, via sagularis, west of Building E",Street Area,male,Ma,,,,,,,,,,,,
Ellingen,C0283f,219,46.00,58.50,2,dress,D,Iron,,Shoe nails,,Shoe nails similar to no. C282.,,1991-1296,1296,,under street,,Period 1-2,P1_2,,"Street, via septentrionalis",Street Area,male?,ZMa,,,,,,1.1-2.0 ,,,,,,
Ellingen,K0138,219,46.00,58.50,1,stone and metal working,SM,Slag,,Indeterminate fragments,,l small piece.,,1991-1296,1296,,under street,,Period 1-2,P1_2,,"Street, via septentrionalis",Street Area,male,Ma,,,,,,,,8,,,,
Ellingen,L0004,210,45.00,65.00,1,stone and metal working,SM,Clay,,Crucibles,,"Crucible fragment; outside a thin, whitish to grey-brown scorification, porous skin; inside grey.",,1991-355,355,,,,Period 1-2,P1_2,,"Street, via septentrionalis, NE of Well l",Street Area,male,Ma,,,,c. 6 ,,,,,,fine to medium; grey.,Pl.  101,
Ellingen,F0046,210,45.00,65.00,1,toilet?,ZT,Glass,Natural,Unguentaria and small bottles,,"l base sherd, base slightly inwards vaulted in the centre, probably from a small bottle; remains of a glass cord layer; greenish.",,1991-355,355,,,,Period 1_2,P1_2,,"Street, via septentrionalis, NE of Well l",Street Area,female?,ZFe,,,2,,,,,,,,Pl.  94,
Ellingen,B0086,232,50.00,60.00,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Discs,,"Enamel decorated disc with robust pin (opposing knob broken off?) on the rear side; preserved remains of enamel decoration compriese three concentric bars in three zones, in the outer circle alternating wide greenish-black and narrow blue enamel fields, in the inner circle alternating red and probably blue enamel, das central field probably also blue.",,13 03 78 / 1983-2725 ,378,,,,Period 1-2,P1_2,,"Street, via septentrionalis, north of Building A",Street Area,male?/female?,ZMa_Fe,,,,2.3,,,,,,,Pl.  18,"Oldenstein Ausrüstung 171f.; pl. 48.532, 533 (Saalburg); Walke, Straubing pl. 98.6."
Ellingen,J0034,211,45.00,75.00,1,cutting and sharpening,CS,Stone,Sandstone,Whetstones,medium,"Very fine-grained sandstone; rectangular; all six sides with grinding traces, one long side with grinding grooves, narrow sides with sloping edges.",,1991-358,358,,,,Period 1-2,P1_2,,"Street, via septentrionalis, SE of Building D",Street Area,male?,ZMa,,,,,,,,180 (preserved) ,6.7 x 6.2 x 3.0 cm ,,Pl.  104,
Ellingen,C0058,212,45.00,85.00,1,cutting and sharpening,CS,Iron,,Knives,,"Knife with straight back and centrally placed, bent handle tang.",,1991-343,343,,,,Period 1-2,P1_2,,"Street, via septentrionalis, south of north gate",Street Area,male?,ZMa,blade: 2.0 ,,,,,15.5 (preserved),,,,,Pl.  27,
Ellingen,B0159,212,45.00,85.00,1,dress,D,Copper alloy,,Chains,beads,"Fragment of a chain of bronze wire; two c. 4 cm long bronze wires preserved, of which the ends are around into a double loop wrapped; between each a blue glas bead fixed; each chain link is connected to the next by the double loop.",,1991-347,347,,Planum 2,,Period 1-2,P1_2,,"Street, via septentrionalis, south of north gate",Street Area,female,Fe,,,,,,3.3  (preserved),,,,,Pl.  20,"For construction of the gold chain from Aalen: Fundber. Baden-Württemberg 3, 1977, 388ff."
Ellingen,C0036,212,45.00,85.00,1,combat equipment,E,Iron,,Javelins and lances,,"Socket, slit; lance head(?) broken off.",,1991-343,343,,,,Period 1-2,P1_2,,"Street, via septentrionalis, south of north gate",Street Area,male,Ma,,,,socket: 1.6 ,,6.4 (preserved) ,,,,,Pl.  25,
Ellingen,K0118,212,45.00,85.00,1,stone and metal working,SM,Slag,,Indeterminate fragments,,l medium piece.,,1991-342,342,,,,Period 1-2,P1_2,,"Street, via septentrionalis, south of north gate",Street Area,male,Ma,,,,,,,,22,,,,
Ellingen,B0147,212,45.00,85.00,1,toilet,T,Copper alloy,,Probes,,"Spoon or spatula probe, round-sectioned shaft and club end preserved.",,1991-346,346,,,,Period 1_2,P1_2,,"Street, via septentrionalis, south of north gate",Street Area,male?/female?,ZMa_Fe,,,,,,11.6  (preserved),,,,,Pl.  19,"Riha, Äugst Toilettgerät pls 43-55."
Ellingen,B0065,212,45.00,85.00,1,combat dress?,ZDE,Copper alloy,,Strap fittings,,Bronze rod; bent rectangular; fragment of a buckle bow?,,1991-346,346,,,,Period 1-2,P1_2,,"Street, via septentrionalis, south of north gate",Street Area,male?,ZMa,,,,,,2.6  (preserved),,,,,Pl.  17,
Ellingen,B0149,240,50.80,83.00,1,toilet,T,Copper alloy,,Probes,,"Spoon- öder Spatula probe(?), round-sectioned shaft with profiled ring, broken off at both ends.",,1991-1151,1151,,Planum 3 (1980),,Period 1,P1,Building C-I-II,"Street, west of Building C",Street Area,male?/female?,ZMa_Fe,,,,,,6.2  (preserved),,,,,Pl.  19,"Riha, Äugst Toilettgerät pls 43-46, 48, 52, 53."
Ellingen,B0015,404,70.00,0.00,1,dress,D,Copper alloy,,Brooches,Böhme Type 46; Jobst Type 31; Riha Type 3.18,"Open work disc brooch with flat trumpet ornament. Two piece bronze brooch; spiral construction with eight windings, tendon through a hole over the shaft hole, spiral shaft of iron; two trumpets wound into each other with voluted ends; transverse pin holder.",,1984-69,69,2nd 1/2 2nd cent. - beg. 3rd cent. AD,,,Period 1b-2,P1B_2,Find complex 16,Vicus ,Outside Fort,male?/female?,ZMa_Fe,,,,3.2,,2.8,,,,,Pl.  15,
Ellingen,B0017,528,100.00,60.00,1,dress,D,Copper alloy,,Brooches,Böhme Type 46c; Jobst Type 31G,"Open work disc brooch with plastic trumpet ornament. Two piece bronze brooch; part with spiral construction broken off; ring-shaped  frame thickened into a double trumpet, two opposing undulating motifs places inside the frame and touch each other with their trumpet ends in the centre; transverse pin holder/",,1991-2417,2417,2nd 1/2 2nd cent. - beg. 3rd cent. AD,metal detector,,Period 1b-2,P1B_2,Find complex 16,Vicus ,Outside Fort,male?/female?,ZMa_Fe,,,,,,3.2,,,,,Pl.  15,
Ellingen,M0002,527,90.00,0.00,1,cutting and sharpening,CS,Flint,,Knives,blades,Silex blade with one edge retouched and sloping cut away retouching.,,1991-366,366,,,Neolithic,,ZZ,,"Vicus area, stray find",Outside Fort,male?,ZMa,3.4,,,,,9.5,,,,,,
Ellingen,B0020,528,100.00,60.00,1,dress,D,Copper alloy,,Brooches,Böhme Type 41h; Jobst Type 27; Riha Type 7.11.4; Feugere Type 26d1,"Rhomboid enamelled disc brooch. Two piece bronze brooch; side hinge, pin missing; longitudinal pin holder; rhomboid disc, at the rim still four of originally at least six and probably eight rondels with punched round eyes, stepped raised rhomboid central part, enamel inlay fallen out; no autopsy.",,1979-17,17,2nd-3rd cent. AD,,,Period 1-2,P1_2,Find complex 16,"Vicus area, stray find",Outside Fort,female,Fe,,,,,,3.8,,,,,Pl.  15,
Ellingen,B0021,528,100.00,60.00,1,dress,D,Copper alloy,,Brooches,similar to Feugere Type 25b,"Tutulus-like disc brooch. Very probably a brooch fragment; two piece bronze brooch; side hinge, pin missing; round, domed central part with small central  bowl, originally filled with enamel (uncertain whether greenish enamel remains indicate original colour), central part finely indented around the edge; still two  finely indented teeth outside the edge, the end of which are broken off; on the underside of the brooch probably traces of fire effects.",,1980-23,23,,,,Period 1-2,P1_2,Find complex 16,"Vicus area, stray find",Outside Fort,female?,ZFe,,,,,, 2.3  (preserved),,,,,Pl.  15,"J. P. Bushe-Fox, Fourth Report on the Excavations of the Roman Fort at Richborough Kent (1949) pl. 29.42."
Ellingen,C0021,528,100.00,60.00,1,combat equipment,E,Iron,,Javelins and lances,,Lance head with central ridge.,,E 197917.,17,,,,Period 1b-2?,ZP1B_2,,"Vicus area, stray find",Outside Fort,male,Ma,blade:: 2.1 ,,,socket: 1.2 ,,11.7 (preserved) ,,,,,Pl.  24,
Ellingen,C0109,528,100.00,60.00,1,stone and metal working,SM,Iron,,Files,,Round file with slanting filing marks and handle tang of quadrangular section; upper end broken off.,,1991-314,314,,,Roman?,,ZZ,,"Vicus area, stray find",Outside Fort,male,Ma,,,,,,11.4 (preserved) ,0.6,17 (preserved),,,Pl.  31,"Pietsch, Saalburg 50 with note 503; pl. 16.394 (Saalburg)."
Ellingen,D0005,528,100.00,60.00,1,dress?/cloth working?,ZD_C,Lead,,Beads?,,"Spindle whorl, slightly conical.",,1991-314,314,,,,,ZZ,,"Vicus area, stray find",Outside Fort,female?,ZFe,,,, 2.2; hole: 0.5 ,,,,,,,Pl.  38,
Ellingen,J0092l,528,100.00,60.00,1,stone and metal working,SM,Stone,Ironstone,Indeterminate fragments,,Small vererzten ironstone piece (Dogger Beta) could have been collected for iron smelting.,,1991-1301,1301,,,,Period 1-2,P1_2,Find complex 16,"Vicus, Building A",Outside Fort,male,Ma,,,,,,c. 4-6 ,,,,,,"H. Schmidt-Kaler, Geologische Karte von Bayern l: 25 000. Illustration on sheet no. 6932 Nennslingen (1971) 18; 68."
Ellingen,J0092n,528,100.00,60.00,1,stone and metal working,SM,Stone,Ironstone,Indeterminate fragments,,Small vererzten ironstone piece (Dogger Beta) could have been collected for iron smelting.,,1991-1317,1317,,,,Period 1-2,P1_2,Find complex 16,"Vicus, Building C",Outside Fort,male,Ma,,,,,,c. 4-6 ,,,,,,"H. Schmidt-Kaler, Geologische Karte von Bayern l: 25 000. Illustration on sheet no. 6932 Nennslingen (1971) 18; 68."
Ellingen,K0073,528,100.00,60.00,1,stone and metal working,SM,Slag,,Indeterminate fragments,,l medium pieces.,,1991-1316,1316,,,,Period 1-2,P1_2,Find complex 16,"Vicus, Building C",Outside Fort,male,Ma,,,,,,,,101,,,,
Ellingen,C0002,187,40.00,55.00,1,dress,D,Iron,,Brooches,Böhme Type 50b; Jobst Type 35; Riha Type 8.1.2; Feugere Type 30c1b,"Omega brooch; iron brooch, badly corroded; ring of rhomboid section; biconical ends turned out; tongue point corroded.",,1991-803,803,,W1 - Unknown Planum,,Period 1,P1,Find complex 1,Well 1,Well 1,male?,ZMa,,,,4.2,,,,,,,Pl.  22,
Ellingen,G0023,187,40.00,55.00,1,dress,D,Bone and antler,Worked,Pins,,"Plain pin, so-called Pfriem; probably hairpin",,1991-1372,1372,,W1 - Planum 8,,Period 1,P1,Find complex 1,Well 1,Well 1,female?,ZFe,,,,,,11,0.6,,,,Pl.  98,"E. M. Ruprechtsberger, Die römischen Bein- und Bronzenadeln aus den Museen Enns und Linz. Linzer Arch. Forsch. 9 (1979) 39f.; N. Crummy, A Chronology of Romano-British Bone Pins. Britannia 10,1979,159f., their Type l dated 70-200/250 AD; E. Riha, Der römische Schmuck aus Äugst und Kaiseraugst. Forsch, in Äugst 10 (1990) 112f."
Ellingen,G0030,187,40.00,55.00,1,dress,D,Bone and antler,Worked,Pins,,"Plain pin,broken,with rounded head.",,1991-1118,1118,,W1 - Planum 9 to bottom,,Period 1,P1,Find complex 1,Well 1,Well 1,female?,ZFe,,,,,, 9.3 (preserved),0.5,,,,Pl.  98,Similar to F23.
Ellingen,G0044,187,40.00,55.00,1,gaming,G,Bone and antler,Worked,Counters,,"Counter, upper side hollowed in; a scratched X on the small, flat rear side.",,1991-1118,1118,,W1 - Planum 9 to bottom,,Period 1,P1,Find complex 1,Well 1,Well 1,male?/female?,ZMa_Fe,,,,2.05,,,,,,,Pl.  99,
Ellingen,S0009,187,40.00,55.00,1,human remains,Sk,Human bones,,Adult?,,Skull fragment of young adult; pathology noted.,,14 13 69,1369,,W1 - Planum 8,,Period 1,P1,Find complex 1,Well 1,Well 1,male?/female?,ZMa_Fe,,,,,,,,,,,,
Ellingen,C0115,187,40.00,55.00,1,stone and metal working,SM,Iron,,Spikes,,"Iron spike, quadrangular section; tool?",,1991-1338,1388,,W1 - Planum 8-9,,Period 1,P1,,Well 1,Well 1,male,Ma,,,,,,4.3,0.65,,,,Pl.  31,Similar to no. B114.
Ellingen,J0092o,187,40.00,55.00,1,stone and metal working,SM,Stone,Ironstone,Indeterminate fragments,,Small vererzten ironstone piece (Dogger Beta) could have been collected for iron smelting.,,1991-1343,1343,,W1 - Planum 3-5,,Period 1,P1,Find complex 1,Well 1,Well 1,male,Ma,,,,,,c. 4-6 ,,,,,,"H. Schmidt-Kaler, Geologische Karte von Bayern l: 25 000. Illustration on sheet no. 6932 Nennslingen (1971) 18; 68."
Ellingen,B0036,187,40.00,55.00,1,combat dress?,ZDE,Copper alloy,,Strap fittings,,"Strap end fastener, brass-coloured, from two long rectangular sheet strips; folded one end over the other, connected above with a rivet.",,1991-1120,1120,,W1 - bottom,,Period 1,P1,,Well 1,Well 1,male?,ZMa,1.1,,,,,3.6,,,,,Pl.  16,
Ellingen,F0041,187,40.00,55.00,1,toilet?,ZT,Glass,Natural,Unguentaria and small bottles,,l wall sherd of a balsamarium similar to F40; slightly greenish.,,1991-1340,1340,,W1 - Planum 5-6,,Period 1,P1,Find complex 1,Well 1,Well 1,female?,ZFe,,,,1.4,,,,,,,,
Ellingen,F0021a,187,40.00,55.00,1,tableware and serving?/toilet?,ZTS_T,Glass,Natural,Cups,Isings 85b,1 rim sherd of a cup with thickened rim; lightish greenish-blue.,,"1991-1365, 1991-1385",1365,,W1 - Planum 7-8,,Period 1,P1,Find complex 1,Well 1,Well 1,N/A,U,,8.1,,,,,,,,,Pl.  93,"Welker, Nida II 41f. pl. 12."
Ellingen,F0021b,187,40.00,55.00,1,tableware and serving?/toilet?,ZTS_T,Glass,Natural,Cups,Isings 85b,1 rim sherd of a cup with thickened rim; lightish greenish-blue.,,"1991-1365,1991-1385",1385,,W1 - Planum 8-9,,Period 1,P1,Find complex 1,Well 1,Well 1,N/A,U,,8.1,,,,,,,,,Pl.  93,"Welker, Nida II 41f. pl. 12."
Ellingen,F0031,187,40.00,55.00,1,tableware and serving?/toilet?,ZTS_T,Glass,Natural,Cups,,l base sherd with beginnings of the wall of a straight-sided; 1.6 cm above the base a double engraved lines; slightly greenish.,,1991-1365,1365,,W1 - Planum 7-8,,Period 1,P1,Find complex 1,Well 1,Well 1,N/A,U,,,11,,,,wall: 0.15-0.2,,,,Pl.  93,Welker Nida II 52f. pl. 14.192; H.-G. Simon in: Schönberger Altenstadt pl. 11.B V 22.
Ellingen,C0117,527,90.00,0.00,1,wood and leather working,WL,Iron,,Chisels,,"Convave chisel(?) with shallow vaulted, blunt blade and quadrangular-sectioned handle tang;",,none,4010,,W1- Planum 5-6,,Period 1,P1,,Well 1,Well 1,male,Ma,blade 1.0  ,,,,,8.7 (preserved) ,,9 (preserved) ,,,Pl.  31,"Pietsch, Saalburg 30."
Ellingen,C0023,491,78.00,83.00,1,combat equipment,E,Iron,,Javelins and lances,,"Fragment, probably of a lance head with associated socket.",,1991-2113,2113,,,,Period 2,P2,Find complex 3,Well 4,Well 4,male,Ma,blade:: 7.2 (preserved) ,,,socket: 2.3 ,,blade: 11.0 (preserved);  socket: 8.9 ,,,,,Pl.  24,
Ellingen,S0010,491,78.00,83.00,1,human remains,Sk,Human bones,,neonates,,Partial skeleton of 9.5 - 10 lunar month neonate.,,14 22 02,2202,,,,Period 2,P2,Find complex 3,Well 4,Well 4,child,Ch,,,,,,,,,,,,
Ellingen,C0107,491,78.00,83.00,1,stone and metal working,SM,Iron,,Chisels,,Fragment of a quadrangular-sectioned shaft with barbed rim; very well preserved; probably either a flat chisel with shorter blade and long shaft or slender pointed chisel with robust point.,,1991-2147,2147,,near bottom,,Period 2,P2,,Well 4,Well 4,male,Ma,,,,,,5.6 (preserved)   ,0.75,18 (preserved),,,Pl.  31,"Pietsch, Saalburg 36 pl. 11.208-217; 37f. pl. 12.238-256."
Ellingen,K0041,491,78.00,83.00,2,stone and metal working,SM,Slag,,Indeterminate fragments,,"l large, l medium piece.",,1991-716,716,,W4- Planum 1,,Period 2,P2,Find complex 3,Well 4,Well 4,male,Ma,,,,,,,,236,,,,
Ellingen,K0066,491,78.00,83.00,3,stone and metal working,SM,Slag,,Indeterminate fragments,,3 medium pieces.,,1991-697,697,,W4 -  above Planum 1,,Period 2,P2,Find complex 3,Well 4,Well 4,male,Ma,,,,,,,,118,,,,
Ellingen,K0136,491,78.00,83.00,2,stone and metal working,SM,Slag,,Indeterminate fragments,,2 small pieces.,,1991-692,692,,W4 - above Planum 1,,Period 2,P2,Find complex 3,Well 4,Well 4,male,Ma,,,,,,,,8,,,,
Ellingen,C0028,492,78.30,83.10,1,combat equipment,E,Iron,,Spears,,"Projectile point, quadrangular pyramidal; partly restored.",,13 06 61 / 1983-2759,661,,upper levels (?),,Period 2,P2,Find complex 3,Well 4,Well 4,male,Ma,,,,socket: 1.4 ,,originally 11.5 ,,36 (preserved),,,Pl.  24,
Ellingen,B0002,491,78.00,83.00,1,dress,D,Copper alloy,,Brooches,Böhme Type 18e; Riha Type 7.1.1,Bow brooch with semicircular head plate with loop. Two piece bronze brooch; upper surface tin-plated; 'side hinge'; pin missing; head plate and bow fragmentary; bow section U-shaped; foot part broken off.,,1991-2080,2080,AD 138/161,,Hadrianic-Antonine,Period 2,P2,Find complex 3,Well 4(?),Well 4,female,Fe,,,,,,2.6  (preserved),,,,,Pl.  14,Feugere pl. 149.1868-1873.
Ellingen,B0131,491,78.00,83.00,1,dress,D,Copper alloy,,Pins,,Pin with profiled head.,,1991-655,655,,,,Period 2,P2,Find complex 3,"Well 4, east half",Well 4,female,Fe,,,,,,5.9  (preserved),0.3,,,,Pl.  19,
Ellingen,K0065,491,78.00,83.00,5,stone and metal working,SM,Slag,,Indeterminate fragments,,"2 medium, 3 small pieces.",,1991-654,654,,,,Period 2,P2,Find complex 3,"Well 4, east half",Well 4,male,Ma,,,,,,,,121,,,,
Ellingen,F0022,491,78.00,83.00,1,tableware and serving?/toilet?,ZTS_T,Glass,Natural,Cups,Isings 85.,l rim sherd of a cup with slightly retracted rim and lip thickened to the outside; light green.,,1991-654,654,,,,Period 2,P2,Find complex 3,"Well 4, east half",Well 4,N/A,U,,10-Nov,,,,,,,,,,
Ellingen,B0155,535,95.00,50.00,1,writing,W,Copper alloy,,Inkwells,lid,"Inkwell lid(?) with central hole, two concentric grooves and triple-holed protrusion; on the under side somewhat inwards set toothed cylindrical neck with vertical stripped decoration.",,Stray find west of the fort,4005,,,,Period 1_2,P1_2,,"West of fort, stray find  ",West of fort,male?,ZMa,,,, 3.3; hole: 1.2 ,,,,,,,Pl.  19,Literature on inkwells: A. Radnoti Arch. Hung. 36 (1957) 209ff.; R. Noll RLÖ 30 (1980) 101 no. 66.
